img,slice,patch,scene,lon,lat
slice_0_img_055.npy,0,55,LE07_149037_20041024,74.84654,32.69713
slice_0_img_056.npy,0,56,LE07_149037_20041024,75.0085,32.69722
slice_0_img_057.npy,0,57,LE07_149037_20041024,75.17047,32.6971
slice_0_img_058.npy,0,58,LE07_149037_20041024,75.33244,32.69678
slice_0_img_059.npy,0,59,LE07_149037_20041024,75.4944,32.69624
slice_0_img_060.npy,0,60,LE07_149037_20041024,73.2245,32.82158
slice_0_img_061.npy,0,61,LE07_149037_20041024,73.38662,32.82377
slice_0_img_062.npy,0,62,LE07_149037_20041024,73.54877,32.82576
slice_0_img_063.npy,0,63,LE07_149037_20041024,73.71092,32.82753
slice_0_img_064.npy,0,64,LE07_149037_20041024,73.87309,32.8291
slice_0_img_065.npy,0,65,LE07_149037_20041024,74.03527,32.83045
slice_0_img_066.npy,0,66,LE07_149037_20041024,74.19747,32.8316
slice_0_img_067.npy,0,67,LE07_149037_20041024,74.35967,32.83253
slice_0_img_068.npy,0,68,LE07_149037_20041024,74.52187,32.83326
slice_0_img_069.npy,0,69,LE07_149037_20041024,74.68409,32.83377
slice_0_img_070.npy,0,70,LE07_149037_20041024,74.8463,32.83408
slice_0_img_071.npy,0,71,LE07_149037_20041024,75.00852,32.83417
slice_0_img_072.npy,0,72,LE07_149037_20041024,75.17073,32.83406
slice_0_img_073.npy,0,73,LE07_149037_20041024,75.33295,32.83373
slice_0_img_074.npy,0,74,LE07_149037_20041024,75.49516,32.83319
slice_0_img_075.npy,0,75,LE07_149037_20041024,73.22177,32.95846
slice_0_img_076.npy,0,76,LE07_149037_20041024,73.38414,32.96067
slice_0_img_077.npy,0,77,LE07_149037_20041024,73.54653,32.96267
slice_0_img_078.npy,0,78,LE07_149037_20041024,73.70894,32.96445
slice_0_img_079.npy,0,79,LE07_149037_20041024,73.87136,32.96602
slice_0_img_080.npy,0,80,LE07_149037_20041024,74.03379,32.96739
slice_0_img_081.npy,0,81,LE07_149037_20041024,74.19623,32.96854
slice_0_img_082.npy,0,82,LE07_149037_20041024,74.35868,32.96948
slice_0_img_083.npy,0,83,LE07_149037_20041024,74.52114,32.97021
slice_0_img_084.npy,0,84,LE07_149037_20041024,74.6836,32.97072
slice_0_img_085.npy,0,85,LE07_149037_20041024,74.84606,32.97103
slice_0_img_086.npy,0,86,LE07_149037_20041024,75.00853,32.97112
slice_0_img_087.npy,0,87,LE07_149037_20041024,75.171,32.97101
slice_0_img_088.npy,0,88,LE07_149037_20041024,75.33346,32.97068
slice_0_img_089.npy,0,89,LE07_149037_20041024,75.49592,32.97014
slice_0_img_090.npy,0,90,LE07_149037_20041024,73.21901,33.09535
slice_0_img_091.npy,0,91,LE07_149037_20041024,73.38164,33.09756
slice_0_img_092.npy,0,92,LE07_149037_20041024,73.54428,33.09957
slice_0_img_093.npy,0,93,LE07_149037_20041024,73.70694,33.10136
slice_0_img_094.npy,0,94,LE07_149037_20041024,73.86961,33.10294
slice_0_img_095.npy,0,95,LE07_149037_20041024,74.03229,33.10431
slice_0_img_096.npy,0,96,LE07_149037_20041024,74.19499,33.10547
slice_0_img_097.npy,0,97,LE07_149037_20041024,74.35769,33.10642
slice_0_img_098.npy,0,98,LE07_149037_20041024,74.5204,33.10715
slice_0_img_099.npy,0,99,LE07_149037_20041024,74.68311,33.10767
slice_0_img_100.npy,0,100,LE07_149037_20041024,74.84583,33.10798
slice_0_img_101.npy,0,101,LE07_149037_20041024,75.00854,33.10807
slice_0_img_102.npy,0,102,LE07_149037_20041024,75.17126,33.10795
slice_0_img_103.npy,0,103,LE07_149037_20041024,75.33398,33.10762
slice_0_img_104.npy,0,104,LE07_149037_20041024,75.49669,33.10708
slice_0_img_105.npy,0,105,LE07_149037_20041024,73.21624,33.23222
slice_0_img_106.npy,0,106,LE07_149037_20041024,73.37912,33.23445
slice_0_img_107.npy,0,107,LE07_149037_20041024,73.54202,33.23647
slice_0_img_108.npy,0,108,LE07_149037_20041024,73.70493,33.23827
slice_0_img_109.npy,0,109,LE07_149037_20041024,73.86785,33.23986
slice_0_img_110.npy,0,110,LE07_149037_20041024,74.03079,33.24124
slice_0_img_111.npy,0,111,LE07_149037_20041024,74.19373,33.2424
slice_0_img_112.npy,0,112,LE07_149037_20041024,74.35669,33.24335
slice_0_img_113.npy,0,113,LE07_149037_20041024,74.51965,33.24409
slice_0_img_114.npy,0,114,LE07_149037_20041024,74.68262,33.24461
slice_0_img_115.npy,0,115,LE07_149037_20041024,74.84559,33.24492
slice_0_img_116.npy,0,116,LE07_149037_20041024,75.00856,33.24502
slice_0_img_117.npy,0,117,LE07_149037_20041024,75.17153,33.2449
slice_0_img_118.npy,0,118,LE07_149037_20041024,75.3345,33.24457
slice_0_img_119.npy,0,119,LE07_149037_20041024,75.49746,33.24402
slice_0_img_120.npy,0,120,LE07_149037_20041024,73.21345,33.3691
slice_0_img_121.npy,0,121,LE07_149037_20041024,73.37659,33.37134
slice_0_img_122.npy,0,122,LE07_149037_20041024,73.53974,33.37337
slice_0_img_123.npy,0,123,LE07_149037_20041024,73.7029,33.37518
slice_0_img_124.npy,0,124,LE07_149037_20041024,73.86608,33.37678
slice_0_img_125.npy,0,125,LE07_149037_20041024,74.02927,33.37816
slice_0_img_126.npy,0,126,LE07_149037_20041024,74.19247,33.37933
slice_0_img_127.npy,0,127,LE07_149037_20041024,74.35568,33.38028
slice_0_img_128.npy,0,128,LE07_149037_20041024,74.5189,33.38102
slice_0_img_129.npy,0,129,LE07_149037_20041024,74.68212,33.38155
slice_0_img_130.npy,0,130,LE07_149037_20041024,74.84534,33.38186
slice_0_img_131.npy,0,131,LE07_149037_20041024,75.00857,33.38196
slice_0_img_132.npy,0,132,LE07_149037_20041024,75.1718,33.38184
slice_0_img_133.npy,0,133,LE07_149037_20041024,75.33502,33.38151
slice_0_img_134.npy,0,134,LE07_149037_20041024,75.49824,33.38096
slice_0_img_135.npy,0,135,LE07_149037_20041024,73.21065,33.50597
slice_0_img_136.npy,0,136,LE07_149037_20041024,73.37403,33.50822
slice_0_img_137.npy,0,137,LE07_149037_20041024,73.53744,33.51026
slice_0_img_138.npy,0,138,LE07_149037_20041024,73.70086,33.51208
slice_0_img_139.npy,0,139,LE07_149037_20041024,73.8643,33.51369
slice_0_img_140.npy,0,140,LE07_149037_20041024,74.02774,33.51508
slice_0_img_141.npy,0,141,LE07_149037_20041024,74.1912,33.51626
slice_0_img_142.npy,0,142,LE07_149037_20041024,74.35467,33.51721
slice_0_img_143.npy,0,143,LE07_149037_20041024,74.51814,33.51796
slice_0_img_144.npy,0,144,LE07_149037_20041024,74.68162,33.51849
slice_0_img_145.npy,0,145,LE07_149037_20041024,74.8451,33.5188
slice_0_img_146.npy,0,146,LE07_149037_20041024,75.00858,33.5189
slice_0_img_147.npy,0,147,LE07_149037_20041024,75.17207,33.51878
slice_0_img_148.npy,0,148,LE07_149037_20041024,75.33555,33.51844
slice_0_img_149.npy,0,149,LE07_149037_20041024,75.49903,33.51789
slice_0_img_150.npy,0,150,LE07_149037_20041024,73.20782,33.64284
slice_0_img_151.npy,0,151,LE07_149037_20041024,73.37147,33.6451
slice_0_img_152.npy,0,152,LE07_149037_20041024,73.53513,33.64715
slice_0_img_153.npy,0,153,LE07_149037_20041024,73.69881,33.64898
slice_0_img_154.npy,0,154,LE07_149037_20041024,73.8625,33.6506
slice_0_img_155.npy,0,155,LE07_149037_20041024,74.02621,33.652
slice_0_img_156.npy,0,156,LE07_149037_20041024,74.18992,33.65318
slice_0_img_157.npy,0,157,LE07_149037_20041024,74.35365,33.65414
slice_0_img_158.npy,0,158,LE07_149037_20041024,74.51738,33.65489
slice_0_img_159.npy,0,159,LE07_149037_20041024,74.68112,33.65542
slice_0_img_160.npy,0,160,LE07_149037_20041024,74.84486,33.65573
slice_0_img_161.npy,0,161,LE07_149037_20041024,75.0086,33.65583
slice_0_img_162.npy,0,162,LE07_149037_20041024,75.17234,33.65571
slice_0_img_163.npy,0,163,LE07_149037_20041024,75.33608,33.65537
slice_0_img_164.npy,0,164,LE07_149037_20041024,75.49982,33.65482
slice_0_img_165.npy,0,165,LE07_149037_20041024,73.20497,33.77971
slice_0_img_166.npy,0,166,LE07_149037_20041024,73.36888,33.78198
slice_0_img_167.npy,0,167,LE07_149037_20041024,73.5328,33.78404
slice_0_img_168.npy,0,168,LE07_149037_20041024,73.69674,33.78588
slice_0_img_169.npy,0,169,LE07_149037_20041024,73.86069,33.7875
slice_0_img_170.npy,0,170,LE07_149037_20041024,74.02466,33.78891
slice_0_img_171.npy,0,171,LE07_149037_20041024,74.18864,33.7901
slice_0_img_172.npy,0,172,LE07_149037_20041024,74.35262,33.79107
slice_0_img_173.npy,0,173,LE07_149037_20041024,74.51661,33.79182
slice_0_img_174.npy,0,174,LE07_149037_20041024,74.68061,33.79235
slice_0_img_175.npy,0,175,LE07_149037_20041024,74.84461,33.79267
slice_0_img_176.npy,0,176,LE07_149037_20041024,75.00861,33.79276
slice_0_img_177.npy,0,177,LE07_149037_20041024,75.17261,33.79264
slice_0_img_178.npy,0,178,LE07_149037_20041024,75.33661,33.7923
slice_0_img_179.npy,0,179,LE07_149037_20041024,75.50061,33.79175
slice_0_img_180.npy,0,180,LE07_149037_20041024,73.20211,33.91657
slice_0_img_181.npy,0,181,LE07_149037_20041024,73.36627,33.91886
slice_0_img_182.npy,0,182,LE07_149037_20041024,73.53046,33.92092
slice_0_img_183.npy,0,183,LE07_149037_20041024,73.69466,33.92277
slice_0_img_184.npy,0,184,LE07_149037_20041024,73.85888,33.92441
slice_0_img_185.npy,0,185,LE07_149037_20041024,74.0231,33.92582
slice_0_img_186.npy,0,186,LE07_149037_20041024,74.18734,33.92701
slice_0_img_187.npy,0,187,LE07_149037_20041024,74.35159,33.92799
slice_0_img_188.npy,0,188,LE07_149037_20041024,74.51584,33.92874
slice_0_img_189.npy,0,189,LE07_149037_20041024,74.6801,33.92928
slice_0_img_190.npy,0,190,LE07_149037_20041024,74.84436,33.92959
slice_0_img_191.npy,0,191,LE07_149037_20041024,75.00863,33.92969
slice_0_img_192.npy,0,192,LE07_149037_20041024,75.17289,33.92957
slice_0_img_193.npy,0,193,LE07_149037_20041024,75.33715,33.92923
slice_0_img_194.npy,0,194,LE07_149037_20041024,75.50141,33.92867
slice_0_img_195.npy,0,195,LE07_149037_20041024,73.19922,34.05343
slice_0_img_196.npy,0,196,LE07_149037_20041024,73.36365,34.05573
slice_0_img_197.npy,0,197,LE07_149037_20041024,73.5281,34.05781
slice_0_img_198.npy,0,198,LE07_149037_20041024,73.69257,34.05967
slice_0_img_199.npy,0,199,LE07_149037_20041024,73.85704,34.06131
slice_0_img_200.npy,0,200,LE07_149037_20041024,74.02153,34.06272
slice_0_img_201.npy,0,201,LE07_149037_20041024,74.18604,34.06392
slice_0_img_202.npy,0,202,LE07_149037_20041024,74.35055,34.0649
slice_0_img_203.npy,0,203,LE07_149037_20041024,74.51506,34.06566
slice_0_img_204.npy,0,204,LE07_149037_20041024,74.67959,34.0662
slice_0_img_205.npy,0,205,LE07_149037_20041024,74.84411,34.06652
slice_0_img_206.npy,0,206,LE07_149037_20041024,75.00864,34.06662
slice_0_img_207.npy,0,207,LE07_149037_20041024,75.17317,34.0665
slice_0_img_208.npy,0,208,LE07_149037_20041024,75.33769,34.06616
slice_0_img_209.npy,0,209,LE07_149037_20041024,75.50221,34.06559
slice_1_img_000.npy,1,0,LE07_149034_20060726,74.38559,36.58457
slice_1_img_001.npy,1,1,LE07_149034_20060726,74.55529,36.58533
slice_1_img_002.npy,1,2,LE07_149034_20060726,74.725,36.58584
slice_1_img_003.npy,1,3,LE07_149034_20060726,74.89472,36.58611
slice_1_img_004.npy,1,4,LE07_149034_20060726,75.06443,36.58614
slice_1_img_005.npy,1,5,LE07_149034_20060726,75.23414,36.58593
slice_1_img_006.npy,1,6,LE07_149034_20060726,75.40385,36.58547
slice_1_img_007.npy,1,7,LE07_149034_20060726,75.57356,36.58478
slice_1_img_008.npy,1,8,LE07_149034_20060726,75.74326,36.58384
slice_1_img_009.npy,1,9,LE07_149034_20060726,75.91295,36.58266
slice_1_img_010.npy,1,10,LE07_149034_20060726,76.08263,36.58124
slice_1_img_011.npy,1,11,LE07_149034_20060726,76.25229,36.57958
slice_1_img_012.npy,1,12,LE07_149034_20060726,76.42195,36.57767
slice_1_img_013.npy,1,13,LE07_149034_20060726,76.59158,36.57553
slice_1_img_014.npy,1,14,LE07_149034_20060726,76.76119,36.57314
slice_1_img_015.npy,1,15,LE07_149034_20060726,74.3845,36.72143
slice_1_img_016.npy,1,16,LE07_149034_20060726,74.55451,36.72219
slice_1_img_017.npy,1,17,LE07_149034_20060726,74.72452,36.7227
slice_1_img_018.npy,1,18,LE07_149034_20060726,74.89453,36.72298
slice_1_img_019.npy,1,19,LE07_149034_20060726,75.06454,36.723
slice_1_img_020.npy,1,20,LE07_149034_20060726,75.23456,36.72279
slice_1_img_021.npy,1,21,LE07_149034_20060726,75.40457,36.72233
slice_1_img_022.npy,1,22,LE07_149034_20060726,75.57458,36.72164
slice_1_img_023.npy,1,23,LE07_149034_20060726,75.74458,36.72069
slice_1_img_024.npy,1,24,LE07_149034_20060726,75.91457,36.71951
slice_1_img_025.npy,1,25,LE07_149034_20060726,76.08455,36.71808
slice_1_img_026.npy,1,26,LE07_149034_20060726,76.25451,36.71641
slice_1_img_027.npy,1,27,LE07_149034_20060726,76.42446,36.7145
slice_1_img_028.npy,1,28,LE07_149034_20060726,76.5944,36.71234
slice_1_img_029.npy,1,29,LE07_149034_20060726,76.76431,36.70995
slice_1_img_030.npy,1,30,LE07_149034_20060726,74.38341,36.85829
slice_1_img_031.npy,1,31,LE07_149034_20060726,74.55371,36.85905
slice_1_img_032.npy,1,32,LE07_149034_20060726,74.72403,36.85956
slice_1_img_033.npy,1,33,LE07_149034_20060726,74.89434,36.85984
slice_1_img_034.npy,1,34,LE07_149034_20060726,75.06466,36.85987
slice_1_img_035.npy,1,35,LE07_149034_20060726,75.23498,36.85965
slice_1_img_036.npy,1,36,LE07_149034_20060726,75.40529,36.85919
slice_1_img_037.npy,1,37,LE07_149034_20060726,75.5756,36.85849
slice_1_img_038.npy,1,38,LE07_149034_20060726,75.7459,36.85754
slice_1_img_039.npy,1,39,LE07_149034_20060726,75.91619,36.85635
slice_1_img_040.npy,1,40,LE07_149034_20060726,76.08648,36.85492
slice_1_img_041.npy,1,41,LE07_149034_20060726,76.25674,36.85324
slice_1_img_042.npy,1,42,LE07_149034_20060726,76.427,36.85132
slice_1_img_043.npy,1,43,LE07_149034_20060726,76.59723,36.84915
slice_1_img_044.npy,1,44,LE07_149034_20060726,76.76745,36.84674
slice_1_img_045.npy,1,45,LE07_149034_20060726,74.3823,36.99514
slice_1_img_046.npy,1,46,LE07_149034_20060726,74.55292,36.9959
slice_1_img_047.npy,1,47,LE07_149034_20060726,74.72353,36.99642
slice_1_img_048.npy,1,48,LE07_149034_20060726,74.89415,36.9967
slice_1_img_049.npy,1,49,LE07_149034_20060726,75.06478,36.99673
slice_1_img_050.npy,1,50,LE07_149034_20060726,75.2354,36.99651
slice_1_img_051.npy,1,51,LE07_149034_20060726,75.40602,36.99605
slice_1_img_052.npy,1,52,LE07_149034_20060726,75.57663,36.99534
slice_1_img_053.npy,1,53,LE07_149034_20060726,75.74724,36.99439
slice_1_img_054.npy,1,54,LE07_149034_20060726,75.91783,36.9932
slice_1_img_055.npy,1,55,LE07_149034_20060726,76.08842,36.99175
slice_1_img_056.npy,1,56,LE07_149034_20060726,76.25899,36.99007
slice_1_img_057.npy,1,57,LE07_149034_20060726,76.42955,36.98814
slice_1_img_058.npy,1,58,LE07_149034_20060726,76.60009,36.98596
slice_1_img_059.npy,1,59,LE07_149034_20060726,76.77061,36.98354
slice_1_img_060.npy,1,60,LE07_149034_20060726,74.38119,37.13199
slice_1_img_061.npy,1,61,LE07_149034_20060726,74.55211,37.13276
slice_1_img_062.npy,1,62,LE07_149034_20060726,74.72304,37.13328
slice_1_img_063.npy,1,63,LE07_149034_20060726,74.89396,37.13355
slice_1_img_064.npy,1,64,LE07_149034_20060726,75.06489,37.13358
slice_1_img_065.npy,1,65,LE07_149034_20060726,75.23582,37.13337
slice_1_img_066.npy,1,66,LE07_149034_20060726,75.40675,37.1329
slice_1_img_067.npy,1,67,LE07_149034_20060726,75.57767,37.13219
slice_1_img_068.npy,1,68,LE07_149034_20060726,75.74858,37.13124
slice_1_img_069.npy,1,69,LE07_149034_20060726,75.91948,37.13004
slice_1_img_070.npy,1,70,LE07_149034_20060726,76.09038,37.12859
slice_1_img_071.npy,1,71,LE07_149034_20060726,76.26126,37.12689
slice_1_img_072.npy,1,72,LE07_149034_20060726,76.43212,37.12495
slice_1_img_073.npy,1,73,LE07_149034_20060726,76.60297,37.12276
slice_1_img_074.npy,1,74,LE07_149034_20060726,76.77379,37.12033
slice_1_img_075.npy,1,75,LE07_149034_20060726,74.38007,37.26883
slice_1_img_076.npy,1,76,LE07_149034_20060726,74.5513,37.26961
slice_1_img_077.npy,1,77,LE07_149034_20060726,74.72254,37.27013
slice_1_img_078.npy,1,78,LE07_149034_20060726,74.89377,37.27041
slice_1_img_079.npy,1,79,LE07_149034_20060726,75.06501,37.27044
slice_1_img_080.npy,1,80,LE07_149034_20060726,75.23625,37.27022
slice_1_img_081.npy,1,81,LE07_149034_20060726,75.40748,37.26975
slice_1_img_082.npy,1,82,LE07_149034_20060726,75.57871,37.26904
slice_1_img_083.npy,1,83,LE07_149034_20060726,75.74993,37.26808
slice_1_img_084.npy,1,84,LE07_149034_20060726,75.92114,37.26687
slice_1_img_085.npy,1,85,LE07_149034_20060726,76.09235,37.26542
slice_1_img_086.npy,1,86,LE07_149034_20060726,76.26353,37.26371
slice_1_img_087.npy,1,87,LE07_149034_20060726,76.43471,37.26176
slice_1_img_088.npy,1,88,LE07_149034_20060726,76.60586,37.25956
slice_1_img_089.npy,1,89,LE07_149034_20060726,76.777,37.25712
slice_1_img_090.npy,1,90,LE07_149034_20060726,74.37895,37.40567
slice_1_img_091.npy,1,91,LE07_149034_20060726,74.55049,37.40645
slice_1_img_092.npy,1,92,LE07_149034_20060726,74.72203,37.40698
slice_1_img_093.npy,1,93,LE07_149034_20060726,74.89358,37.40726
slice_1_img_094.npy,1,94,LE07_149034_20060726,75.06513,37.40729
slice_1_img_095.npy,1,95,LE07_149034_20060726,75.23668,37.40707
slice_1_img_096.npy,1,96,LE07_149034_20060726,75.40822,37.4066
slice_1_img_097.npy,1,97,LE07_149034_20060726,75.57976,37.40588
slice_1_img_098.npy,1,98,LE07_149034_20060726,75.75129,37.40492
slice_1_img_099.npy,1,99,LE07_149034_20060726,75.92282,37.4037
slice_1_img_100.npy,1,100,LE07_149034_20060726,76.09433,37.40224
slice_1_img_101.npy,1,101,LE07_149034_20060726,76.26583,37.40053
slice_1_img_102.npy,1,102,LE07_149034_20060726,76.43731,37.39857
slice_1_img_103.npy,1,103,LE07_149034_20060726,76.60878,37.39636
slice_1_img_104.npy,1,104,LE07_149034_20060726,76.78022,37.3939
slice_1_img_105.npy,1,105,LE07_149034_20060726,74.37782,37.54251
slice_1_img_106.npy,1,106,LE07_149034_20060726,74.54967,37.54329
slice_1_img_107.npy,1,107,LE07_149034_20060726,74.72152,37.54382
slice_1_img_108.npy,1,108,LE07_149034_20060726,74.89338,37.5441
slice_1_img_109.npy,1,109,LE07_149034_20060726,75.06525,37.54413
slice_1_img_110.npy,1,110,LE07_149034_20060726,75.23711,37.54391
slice_1_img_111.npy,1,111,LE07_149034_20060726,75.40897,37.54344
slice_1_img_112.npy,1,112,LE07_149034_20060726,75.58082,37.54272
slice_1_img_113.npy,1,113,LE07_149034_20060726,75.75266,37.54175
slice_1_img_114.npy,1,114,LE07_149034_20060726,75.9245,37.54053
slice_1_img_115.npy,1,115,LE07_149034_20060726,76.09633,37.53906
slice_1_img_116.npy,1,116,LE07_149034_20060726,76.26814,37.53734
slice_1_img_117.npy,1,117,LE07_149034_20060726,76.43993,37.53537
slice_1_img_118.npy,1,118,LE07_149034_20060726,76.61171,37.53315
slice_1_img_119.npy,1,119,LE07_149034_20060726,76.78347,37.53068
slice_1_img_120.npy,1,120,LE07_149034_20060726,74.37667,37.67935
slice_1_img_121.npy,1,121,LE07_149034_20060726,74.54884,37.68013
slice_1_img_122.npy,1,122,LE07_149034_20060726,74.72101,37.68067
slice_1_img_123.npy,1,123,LE07_149034_20060726,74.89319,37.68095
slice_1_img_124.npy,1,124,LE07_149034_20060726,75.06537,37.68098
slice_1_img_125.npy,1,125,LE07_149034_20060726,75.23754,37.68076
slice_1_img_126.npy,1,126,LE07_149034_20060726,75.40972,37.68029
slice_1_img_127.npy,1,127,LE07_149034_20060726,75.58188,37.67956
slice_1_img_128.npy,1,128,LE07_149034_20060726,75.75404,37.67859
slice_1_img_129.npy,1,129,LE07_149034_20060726,75.9262,37.67736
slice_1_img_130.npy,1,130,LE07_149034_20060726,76.09834,37.67588
slice_1_img_131.npy,1,131,LE07_149034_20060726,76.27046,37.67415
slice_1_img_132.npy,1,132,LE07_149034_20060726,76.44257,37.67217
slice_1_img_133.npy,1,133,LE07_149034_20060726,76.61467,37.66994
slice_1_img_134.npy,1,134,LE07_149034_20060726,76.78674,37.66746
slice_1_img_135.npy,1,135,LE07_149034_20060726,74.37553,37.81618
slice_1_img_136.npy,1,136,LE07_149034_20060726,74.54801,37.81697
slice_1_img_137.npy,1,137,LE07_149034_20060726,74.7205,37.81751
slice_1_img_138.npy,1,138,LE07_149034_20060726,74.89299,37.81779
slice_1_img_139.npy,1,139,LE07_149034_20060726,75.06549,37.81782
slice_1_img_140.npy,1,140,LE07_149034_20060726,75.23798,37.8176
slice_1_img_141.npy,1,141,LE07_149034_20060726,75.41047,37.81712
slice_1_img_142.npy,1,142,LE07_149034_20060726,75.58296,37.8164
slice_1_img_143.npy,1,143,LE07_149034_20060726,75.75543,37.81542
slice_1_img_144.npy,1,144,LE07_149034_20060726,75.9279,37.81418
slice_1_img_145.npy,1,145,LE07_149034_20060726,76.10036,37.8127
slice_1_img_146.npy,1,146,LE07_149034_20060726,76.2728,37.81096
slice_1_img_147.npy,1,147,LE07_149034_20060726,76.44523,37.80897
slice_1_img_148.npy,1,148,LE07_149034_20060726,76.61764,37.80673
slice_1_img_149.npy,1,149,LE07_149034_20060726,76.79003,37.80424
slice_1_img_150.npy,1,150,LE07_149034_20060726,74.37437,37.95301
slice_1_img_151.npy,1,151,LE07_149034_20060726,74.54717,37.9538
slice_1_img_152.npy,1,152,LE07_149034_20060726,74.71998,37.95434
slice_1_img_153.npy,1,153,LE07_149034_20060726,74.89279,37.95463
slice_1_img_154.npy,1,154,LE07_149034_20060726,75.06561,37.95466
slice_1_img_155.npy,1,155,LE07_149034_20060726,75.23842,37.95443
slice_1_img_156.npy,1,156,LE07_149034_20060726,75.41123,37.95396
slice_1_img_157.npy,1,157,LE07_149034_20060726,75.58404,37.95323
slice_1_img_158.npy,1,158,LE07_149034_20060726,75.75683,37.95224
slice_1_img_159.npy,1,159,LE07_149034_20060726,75.92962,37.951
slice_1_img_160.npy,1,160,LE07_149034_20060726,76.1024,37.94951
slice_1_img_161.npy,1,161,LE07_149034_20060726,76.27516,37.94776
slice_1_img_162.npy,1,162,LE07_149034_20060726,76.44791,37.94577
slice_1_img_163.npy,1,163,LE07_149034_20060726,76.62063,37.94351
slice_1_img_164.npy,1,164,LE07_149034_20060726,76.79334,37.94101
slice_1_img_165.npy,1,165,LE07_149034_20060726,74.3732,38.08984
slice_1_img_166.npy,1,166,LE07_149034_20060726,74.54633,38.09063
