img,zone,slice,scene,lon,lat,glacier_px,debris_px,finite_frac_ch0,finite_frac_ch13
slice_0_img_085.npy,buffer_removed,0,LE07_149037_20041024,74.84606,32.97103,225,0,1.0,1.0
slice_0_img_087.npy,train,0,LE07_149037_20041024,75.171,32.97101,0,0,1.0,1.0
slice_0_img_091.npy,test,0,LE07_149037_20041024,73.38164,33.09756,0,0,0.7135,1.0
slice_0_img_094.npy,test,0,LE07_149037_20041024,73.86961,33.10294,0,0,1.0,1.0
slice_0_img_104.npy,invalid,0,LE07_149037_20041024,75.49669,33.10708,0,0,0.1827,1.0
slice_0_img_106.npy,test,0,LE07_149037_20041024,73.37912,33.23445,0,0,0.9357,1.0
slice_0_img_111.npy,test,0,LE07_149037_20041024,74.19373,33.2424,0,0,1.0,1.0
slice_0_img_112.npy,test,0,LE07_149037_20041024,74.35669,33.24335,0,0,1.0,1.0
slice_0_img_114.npy,dropped_straddler,0,LE07_149037_20041024,74.68262,33.24461,0,0,1.0,1.0
slice_0_img_116.npy,train,0,LE07_149037_20041024,75.00856,33.24502,0,0,1.0,1.0
slice_0_img_126.npy,test,0,LE07_149037_20041024,74.19247,33.37933,0,0,1.0,1.0
slice_0_img_128.npy,test,0,LE07_149037_20041024,74.5189,33.38102,0,0,1.0,1.0
slice_0_img_131.npy,train,0,LE07_149037_20041024,75.00857,33.38196,0,0,1.0,1.0
slice_0_img_136.npy,test,0,LE07_149037_20041024,73.37403,33.50822,0,0,1.0,1.0
slice_0_img_137.npy,test,0,LE07_149037_20041024,73.53744,33.51026,0,0,1.0,1.0
slice_0_img_139.npy,test,0,LE07_149037_20041024,73.8643,33.51369,0,0,1.0,1.0
slice_0_img_147.npy,train,0,LE07_149037_20041024,75.17207,33.51878,0,0,1.0,1.0
slice_0_img_152.npy,test,0,LE07_149037_20041024,73.53513,33.64715,0,0,1.0,1.0
slice_0_img_157.npy,test,0,LE07_149037_20041024,74.35365,33.65414,0,0,1.0,1.0
slice_0_img_164.npy,invalid,0,LE07_149037_20041024,75.49982,33.65482,0,0,0.0,1.0
slice_0_img_172.npy,test,0,LE07_149037_20041024,74.35262,33.79107,0,0,1.0,1.0
slice_0_img_174.npy,dropped_straddler,0,LE07_149037_20041024,74.68061,33.79235,0,0,1.0,1.0
slice_0_img_187.npy,test,0,LE07_149037_20041024,74.35159,33.92799,0,0,1.0,1.0
slice_0_img_189.npy,dropped_straddler,0,LE07_149037_20041024,74.6801,33.92928,0,0,1.0,1.0
slice_0_img_200.npy,invalid,0,LE07_149037_20041024,74.02153,34.06272,0,0,0.0,1.0
slice_0_img_202.npy,invalid,0,LE07_149037_20041024,74.35055,34.0649,0,0,0.1588,1.0
slice_0_img_204.npy,dropped_straddler,0,LE07_149037_20041024,74.67959,34.0662,0,0,0.5135,1.0
slice_0_img_206.npy,train,0,LE07_149037_20041024,75.00864,34.06662,0,0,0.8682,1.0
slice_10_img_000.npy,invalid,10,LE07_151034_20050822,71.30966,36.5382,0,0,0.0,0.294
slice_10_img_001.npy,invalid,10,LE07_151034_20050822,71.47894,36.54332,0,0,0.0,0.0
slice_10_img_007.npy,invalid,10,LE07_151034_20050822,72.49541,36.56903,0,0,0.0,0.0
slice_10_img_011.npy,invalid,10,LE07_151034_20050822,73.17368,36.58136,0,0,0.0,0.0
slice_10_img_021.npy,invalid,10,LE07_151034_20050822,72.32118,36.70206,0,0,0.0,0.0
slice_10_img_024.npy,invalid,10,LE07_151034_20050822,72.83066,36.71244,0,0,0.0,0.0
slice_10_img_031.npy,invalid,10,LE07_151034_20050822,71.46645,36.81653,0,0,0.0,0.0576
slice_10_img_032.npy,invalid,10,LE07_151034_20050822,71.63636,36.82147,0,0,0.0,0.0
slice_10_img_039.npy,invalid,10,LE07_151034_20050822,72.8268,36.84921,0,0,0.0,0.0
slice_10_img_048.npy,invalid,10,LE07_151034_20050822,71.80062,36.9628,0,0,0.0,0.0
slice_10_img_051.npy,invalid,10,LE07_151034_20050822,72.31162,36.97549,0,0,0.0,0.0
slice_10_img_058.npy,invalid,10,LE07_151034_20050822,73.505,36.99652,0,0,0.0,0.0
slice_10_img_060.npy,invalid,10,LE07_151034_20050822,71.28331,37.0845,0,0,0.0,1.0
slice_10_img_061.npy,invalid,10,LE07_151034_20050822,71.45379,37.08973,262,0,0.0531,1.0
slice_10_img_062.npy,train,10,LE07_151034_20050822,71.62431,37.09471,3398,0,0.3846,0.4153
slice_10_img_063.npy,invalid,10,LE07_151034_20050822,71.79488,37.09945,0,0,0.0,0.0
slice_10_img_065.npy,invalid,10,LE07_151034_20050822,72.13612,37.10819,0,0,0.0,0.0
slice_10_img_070.npy,invalid,10,LE07_151034_20050822,72.9898,37.12575,0,0,0.0,0.0
slice_10_img_076.npy,invalid,10,LE07_151034_20050822,71.44739,37.22632,703,0,0.292,0.9983
slice_10_img_079.npy,invalid,10,LE07_151034_20050822,71.96,37.2406,0,0,0.0,0.0
slice_10_img_085.npy,invalid,10,LE07_151034_20050822,72.98617,37.26252,0,0,0.0,0.0
slice_10_img_086.npy,invalid,10,LE07_151034_20050822,73.15729,37.2653,0,0,0.0,0.0
slice_10_img_089.npy,invalid,10,LE07_151034_20050822,73.67079,37.27218,0,0,0.0,0.0
slice_10_img_091.npy,train,10,LE07_151034_20050822,71.44096,37.3629,263,0,0.4583,0.9022
slice_10_img_101.npy,invalid,10,LE07_151034_20050822,73.15395,37.40208,0,0,0.0,0.0
slice_10_img_102.npy,invalid,10,LE07_151034_20050822,73.3254,37.40464,0,0,0.0,0.0
slice_10_img_104.npy,invalid,10,LE07_151034_20050822,73.66838,37.409,0,0,0.0,0.0
slice_10_img_113.npy,invalid,10,LE07_151034_20050822,72.63541,37.52966,0,0,0.0,0.0
slice_10_img_114.npy,invalid,10,LE07_151034_20050822,72.80711,37.53298,0,0,0.0,0.0
slice_10_img_117.npy,test,10,LE07_151034_20050822,73.32235,37.54142,0,0,0.5306,0.5306
slice_10_img_119.npy,invalid,10,LE07_151034_20050822,73.66595,37.54581,0,0,0.0307,0.3278
slice_10_img_120.npy,invalid,10,LE07_151034_20050822,71.25624,37.63074,493,0,0.0941,1.0
slice_10_img_121.npy,train,10,LE07_151034_20050822,71.42795,37.63607,776,0,0.6929,0.7007
slice_10_img_122.npy,invalid,10,LE07_151034_20050822,71.59971,37.64115,0,0,0.0,0.0
slice_10_img_128.npy,invalid,10,LE07_151034_20050822,72.63108,37.66639,0,0,0.0,0.0
slice_10_img_131.npy,test,10,LE07_151034_20050822,73.14719,37.67563,640,0,0.9031,0.9031
slice_10_img_132.npy,test,10,LE07_151034_20050822,73.31927,37.67821,12209,0,1.0,1.0
slice_10_img_133.npy,test,10,LE07_151034_20050822,73.49138,37.68054,27291,276,0.8638,1.0
slice_10_img_135.npy,train,10,LE07_151034_20050822,71.24935,37.76728,388,0,0.355,1.0
slice_10_img_144.npy,buffer_removed,10,LE07_151034_20050822,72.79904,37.80646,4307,79,0.8389,0.8389
slice_10_img_145.npy,dropped_straddler,10,LE07_151034_20050822,72.97139,37.80956,7555,0,1.0,1.0
slice_10_img_146.npy,test,10,LE07_151034_20050822,73.14377,37.8124,65247,1073,1.0,1.0
slice_10_img_147.npy,test,10,LE07_151034_20050822,73.31618,37.81499,99294,446,1.0,1.0
slice_10_img_148.npy,test,10,LE07_151034_20050822,73.4886,37.81733,37281,2272,0.6017,1.0
slice_10_img_150.npy,train,10,LE07_151034_20050822,71.24242,37.90383,1344,47,0.6237,1.0
slice_10_img_151.npy,train,10,LE07_151034_20050822,71.41477,37.90921,531,0,0.4697,0.4697
slice_10_img_154.npy,invalid,10,LE07_151034_20050822,71.93207,37.92385,0,0,0.0,0.0
slice_10_img_158.npy,train,10,LE07_151034_20050822,72.62232,37.93983,0,0,0.6255,0.6255
slice_10_img_159.npy,buffer_removed,10,LE07_151034_20050822,72.79497,37.9432,8161,1676,1.0,1.0
slice_10_img_160.npy,dropped_straddler,10,LE07_151034_20050822,72.96764,37.94631,19800,376,1.0,1.0
slice_10_img_161.npy,test,10,LE07_151034_20050822,73.14034,37.94916,74458,1001,1.0,1.0
slice_10_img_162.npy,test,10,LE07_151034_20050822,73.31306,37.95177,26162,745,1.0,1.0
slice_10_img_163.npy,test,10,LE07_151034_20050822,73.4858,37.95412,2318,0,0.3428,1.0
slice_10_img_165.npy,train,10,LE07_151034_20050822,71.23545,38.04037,11891,3304,0.7057,1.0
slice_10_img_166.npy,train,10,LE07_151034_20050822,71.40811,38.04578,10184,260,0.7758,0.7889
slice_10_img_167.npy,invalid,10,LE07_151034_20050822,71.58082,38.05093,0,0,0.0,0.0
slice_10_img_169.npy,invalid,10,LE07_151034_20050822,71.92636,38.06049,0,0,0.0174,0.0174
slice_10_img_171.npy,train,10,LE07_151034_20050822,72.27206,38.06903,13647,3399,0.9984,0.9984
slice_10_img_172.npy,train,10,LE07_151034_20050822,72.44497,38.07291,66770,6782,1.0,1.0
slice_10_img_173.npy,train,10,LE07_151034_20050822,72.6179,38.07655,81849,10606,1.0,1.0
slice_10_img_174.npy,buffer_removed,10,LE07_151034_20050822,72.79087,38.07993,74844,756,1.0,1.0
slice_10_img_175.npy,dropped_straddler,10,LE07_151034_20050822,72.96386,38.08305,53447,5699,1.0,1.0
slice_10_img_176.npy,test,10,LE07_151034_20050822,73.13688,38.08593,37983,1150,1.0,1.0
slice_10_img_177.npy,test,10,LE07_151034_20050822,73.30992,38.08854,13592,1816,0.9934,1.0
slice_10_img_178.npy,invalid,10,LE07_151034_20050822,73.48298,38.09091,0,0,0.0906,1.0
slice_10_img_183.npy,invalid,10,LE07_151034_20050822,71.74751,38.19245,0,0,0.0001,0.1937
slice_10_img_184.npy,train,10,LE07_151034_20050822,71.92062,38.19712,700,145,0.4416,0.7812
slice_10_img_185.npy,train,10,LE07_151034_20050822,72.09378,38.20154,40481,5804,0.8665,1.0
slice_10_img_186.npy,train,10,LE07_151034_20050822,72.26697,38.2057,110607,10265,0.9976,1.0
slice_10_img_187.npy,train,10,LE07_151034_20050822,72.44019,38.20961,99977,6105,1.0,1.0
slice_10_img_188.npy,train,10,LE07_151034_20050822,72.61345,38.21326,31650,4873,1.0,1.0
slice_10_img_189.npy,buffer_removed,10,LE07_151034_20050822,72.78674,38.21666,28743,3916,1.0,1.0
slice_10_img_190.npy,dropped_straddler,10,LE07_151034_20050822,72.96005,38.2198,24623,4333,1.0,1.0
slice_10_img_191.npy,test,10,LE07_151034_20050822,73.13339,38.22268,69184,1986,1.0,1.0
slice_10_img_192.npy,test,10,LE07_151034_20050822,73.30676,38.22531,78403,1965,0.8015,1.0
slice_10_img_195.npy,invalid,10,LE07_151034_20050822,71.22135,38.31343,0,0,0.0,1.0
slice_10_img_201.npy,invalid,10,LE07_151034_20050822,72.26184,38.34237,3709,0,0.0851,1.0
slice_10_img_202.npy,invalid,10,LE07_151034_20050822,72.43539,38.3463,10834,0,0.2892,1.0
slice_10_img_203.npy,train,10,LE07_151034_20050822,72.60897,38.34997,6947,0,0.4939,1.0
slice_10_img_204.npy,buffer_removed,10,LE07_151034_20050822,72.78258,38.35338,20564,669,0.6984,1.0
slice_10_img_205.npy,dropped_straddler,10,LE07_151034_20050822,72.95622,38.35654,50888,6209,0.9033,1.0
slice_10_img_206.npy,test,10,LE07_151034_20050822,73.12989,38.35944,62587,10115,1.0,1.0
slice_10_img_207.npy,test,10,LE07_151034_20050822,73.30358,38.36208,18757,438,0.5389,1.0
slice_10_img_208.npy,invalid,10,LE07_151034_20050822,73.47729,38.36447,0,0,0.0,1.0
slice_10_img_209.npy,invalid,10,LE07_151034_20050822,73.65102,38.3666,0,0,0.0,1.0
slice_11_img_001.npy,invalid,11,LE07_139041_20051208,87.38102,26.56276,0,0,0.0,0.0
slice_11_img_003.npy,invalid,11,LE07_139041_20051208,87.68587,26.56162,0,0,0.0,0.0
slice_11_img_007.npy,invalid,11,LE07_139041_20051208,88.2955,26.55738,0,0,0.0,0.0
slice_11_img_008.npy,invalid,11,LE07_139041_20051208,88.44789,26.55592,0,0,0.0,0.0
slice_11_img_010.npy,invalid,11,LE07_139041_20051208,88.75262,26.55249,0,0,0.0,0.0
slice_11_img_026.npy,invalid,11,LE07_139041_20051208,88.90723,26.68754,0,0,0.0,0.0
slice_11_img_028.npy,invalid,11,LE07_139041_20051208,89.21223,26.68312,0,0,0.0,0.0
slice_11_img_031.npy,invalid,11,LE07_139041_20051208,87.38193,26.83692,0,0,0.0,0.0
slice_11_img_033.npy,invalid,11,LE07_139041_20051208,87.68752,26.83576,0,0,0.0,0.0
slice_11_img_034.npy,invalid,11,LE07_139041_20051208,87.8403,26.83494,0,0,0.0,0.0
slice_11_img_036.npy,invalid,11,LE07_139041_20051208,88.14585,26.83279,0,0,0.0,0.0
slice_11_img_037.npy,invalid,11,LE07_139041_20051208,88.29861,26.83147,1197,0,0.0404,0.0404
slice_11_img_038.npy,east,11,LE07_139041_20051208,88.45136,26.82999,12226,0,0.4337,0.4337
slice_11_img_039.npy,east,11,LE07_139041_20051208,88.60409,26.82834,20320,557,0.8414,0.8414
slice_11_img_040.npy,east,11,LE07_139041_20051208,88.75681,26.82652,7928,89,0.4084,0.4084
slice_11_img_046.npy,invalid,11,LE07_139041_20051208,87.38239,26.97399,0,0,0.0,0.0312
slice_11_img_049.npy,east,11,LE07_139041_20051208,87.84132,26.972,17119,4260,0.3733,0.3733
slice_11_img_050.npy,east,11,LE07_139041_20051208,87.99428,26.971,47733,8975,0.3727,0.3727
slice_11_img_051.npy,east,11,LE07_139041_20051208,88.14723,26.96984,88290,14015,0.7634,0.7634
slice_11_img_052.npy,east,11,LE07_139041_20051208,88.30018,26.96851,6566,229,0.9882,0.9882
slice_11_img_053.npy,east,11,LE07_139041_20051208,88.45311,26.96702,5004,0,1.0,1.0
slice_11_img_054.npy,east,11,LE07_139041_20051208,88.60603,26.96536,30966,2109,1.0,1.0
slice_11_img_055.npy,east,11,LE07_139041_20051208,88.75893,26.96354,39007,3184,0.8789,0.8789
slice_11_img_056.npy,invalid,11,LE07_139041_20051208,88.91183,26.96154,6,0,0.0075,0.0075
slice_11_img_057.npy,invalid,11,LE07_139041_20051208,89.0647,26.95939,0,0,0.0,0.0
slice_11_img_058.npy,invalid,11,LE07_139041_20051208,89.21756,26.95707,6448,589,0.0519,0.0519
slice_11_img_059.npy,east,11,LE07_139041_20051208,89.37039,26.95458,17251,3410,0.4116,0.7611
slice_11_img_062.npy,east,11,LE07_139041_20051208,87.53602,27.11056,2176,0,0.8834,0.8834
slice_11_img_063.npy,east,11,LE07_139041_20051208,87.68918,27.10989,17890,276,0.836,0.836
slice_11_img_064.npy,east,11,LE07_139041_20051208,87.84234,27.10906,40218,3084,0.9989,0.9989
slice_11_img_065.npy,east,11,LE07_139041_20051208,87.99549,27.10805,66500,19624,1.0,1.0
slice_11_img_066.npy,east,11,LE07_139041_20051208,88.14863,27.10689,161689,23623,1.0,1.0
slice_11_img_067.npy,east,11,LE07_139041_20051208,88.30176,27.10555,85187,20578,1.0,1.0
slice_11_img_068.npy,east,11,LE07_139041_20051208,88.45487,27.10405,10753,0,1.0,1.0
slice_11_img_069.npy,east,11,LE07_139041_20051208,88.60798,27.10238,2920,0,1.0,1.0
slice_11_img_070.npy,east,11,LE07_139041_20051208,88.76107,27.10054,2630,0,0.8845,0.8845
slice_11_img_073.npy,east,11,LE07_139041_20051208,89.22025,27.09404,14501,1231,0.6806,0.6806
slice_11_img_074.npy,east,11,LE07_139041_20051208,89.37327,27.09154,2278,2278,0.4416,1.0
slice_11_img_075.npy,invalid,11,LE07_139041_20051208,87.22997,27.24846,0,0,0.0,1.0
slice_11_img_077.npy,east,11,LE07_139041_20051208,87.53668,27.24762,1784,0,1.0,1.0
slice_11_img_078.npy,east,11,LE07_139041_20051208,87.69003,27.24695,1882,0,1.0,1.0
slice_11_img_079.npy,east,11,LE07_139041_20051208,87.84337,27.24611,1747,0,1.0,1.0
slice_11_img_080.npy,east,11,LE07_139041_20051208,87.9967,27.2451,58317,18715,1.0,1.0
slice_11_img_081.npy,east,11,LE07_139041_20051208,88.15003,27.24393,133081,21489,1.0,1.0
slice_11_img_082.npy,east,11,LE07_139041_20051208,88.30335,27.24258,32839,2323,1.0,1.0
slice_11_img_083.npy,east,11,LE07_139041_20051208,88.45665,27.24107,60,0,1.0,1.0
slice_11_img_087.npy,east,11,LE07_139041_20051208,89.06973,27.23335,0,0,0.4478,0.4478
slice_11_img_089.npy,invalid,11,LE07_139041_20051208,89.37617,27.22849,0,0,0.2358,1.0
slice_11_img_094.npy,east,11,LE07_139041_20051208,87.84441,27.38316,0,0,1.0,1.0
slice_11_img_095.npy,east,11,LE07_139041_20051208,87.99793,27.38215,4683,0,1.0,1.0
slice_11_img_096.npy,east,11,LE07_139041_20051208,88.15144,27.38097,10325,258,1.0,1.0
slice_11_img_097.npy,east,11,LE07_139041_20051208,88.30495,27.37962,5108,0,1.0,1.0
slice_11_img_098.npy,east,11,LE07_139041_20051208,88.45844,27.3781,0,0,1.0,1.0
slice_11_img_100.npy,east,11,LE07_139041_20051208,88.76539,27.37455,0,0,0.4122,0.4122
slice_11_img_101.npy,invalid,11,LE07_139041_20051208,88.91884,27.37253,0,0,0.1883,0.1883
slice_11_img_106.npy,east,11,LE07_139041_20051208,87.38427,27.52225,0,0,0.9722,1.0
slice_11_img_108.npy,east,11,LE07_139041_20051208,87.69173,27.52106,0,0,1.0,1.0
slice_11_img_109.npy,east,11,LE07_139041_20051208,87.84545,27.52021,0,0,1.0,1.0
slice_11_img_110.npy,east,11,LE07_139041_20051208,87.99916,27.51919,0,0,1.0,1.0
slice_11_img_116.npy,east,11,LE07_139041_20051208,88.92121,27.50951,0,0,0.4488,0.4488
slice_11_img_120.npy,invalid,11,LE07_139041_20051208,87.23082,27.65965,0,0,0.223,1.0
slice_11_img_133.npy,east,11,LE07_139041_20051208,89.23121,27.64189,0,0,0.6009,1.0
slice_11_img_151.npy,east,11,LE07_139041_20051208,87.38572,27.93342,0,0,1.0,1.0
slice_11_img_156.npy,east,11,LE07_139041_20051208,88.1572,27.9291,0,0,1.0,1.0
slice_11_img_159.npy,east,11,LE07_139041_20051208,88.61998,27.92443,0,0,1.0,1.0
slice_11_img_165.npy,east,11,LE07_139041_20051208,87.2317,28.07082,0,0,0.8042,1.0
slice_11_img_167.npy,east,11,LE07_139041_20051208,87.54071,28.06995,0,0,1.0,1.0
slice_11_img_170.npy,east,11,LE07_139041_20051208,88.00419,28.06734,0,0,1.0,1.0
slice_11_img_184.npy,east,11,LE07_139041_20051208,87.85078,28.20542,0,0,0.5514,1.0
slice_11_img_190.npy,east,11,LE07_139041_20051208,88.77872,28.19651,0,0,1.0,1.0
slice_11_img_193.npy,invalid,11,LE07_139041_20051208,89.24249,28.18969,0,0,0.0,1.0
slice_11_img_194.npy,invalid,11,LE07_139041_20051208,89.39704,28.18707,0,0,0.0,1.0
slice_12_img_000.npy,invalid,12,LE07_148035_20061108,75.54391,35.17626,0,0,0.0,0.0
slice_12_img_001.npy,invalid,12,LE07_148035_20061108,75.71063,35.17539,0,0,0.0,0.0
slice_12_img_002.npy,invalid,12,LE07_148035_20061108,75.87734,35.1743,0,0,0.0,0.0
slice_12_img_003.npy,invalid,12,LE07_148035_20061108,76.04405,35.17298,0,0,0.0,0.0
slice_12_img_004.npy,invalid,12,LE07_148035_20061108,76.21074,35.17143,0,0,0.0,0.0
slice_12_img_006.npy,invalid,12,LE07_148035_20061108,76.54408,35.16764,0,0,0.0,0.0
slice_12_img_018.npy,invalid,12,LE07_148035_20061108,76.0458,35.30985,0,0,0.0,0.0
slice_12_img_026.npy,invalid,12,LE07_148035_20061108,77.38109,35.29093,0,0,0.0,0.0
slice_12_img_032.npy,invalid,12,LE07_148035_20061108,75.8803,35.44806,0,0,0.1488,0.1608
slice_12_img_035.npy,invalid,12,LE07_148035_20061108,76.38207,35.44336,0,0,0.0,0.0
slice_12_img_038.npy,invalid,12,LE07_148035_20061108,76.88369,35.43658,0,0,0.0,0.0
slice_12_img_049.npy,invalid,12,LE07_148035_20061108,76.21689,35.58202,0,0,0.0,0.0
slice_12_img_050.npy,invalid,12,LE07_148035_20061108,76.38441,35.58021,0,0,0.0,0.0
slice_12_img_056.npy,invalid,12,LE07_148035_20061108,77.38916,35.56448,0,0,0.0,0.0
slice_12_img_061.npy,train,12,LE07_148035_20061108,75.71546,35.72293,0,0,0.3873,1.0
slice_12_img_062.npy,train,12,LE07_148035_20061108,75.88331,35.72181,0,0,0.9864,0.9864
slice_12_img_066.npy,invalid,12,LE07_148035_20061108,76.55457,35.71501,0,0,0.0,0.0
slice_12_img_069.npy,invalid,12,LE07_148035_20061108,77.05784,35.70746,0,0,0.0,0.0
slice_12_img_076.npy,train,12,LE07_148035_20061108,75.71669,35.8598,4291,251,0.5986,1.0
slice_12_img_083.npy,invalid,12,LE07_148035_20061108,76.89335,35.84702,0,0,0.0,0.0
slice_12_img_085.npy,invalid,12,LE07_148035_20061108,77.22937,35.84125,0,0,0.0,0.0
slice_12_img_086.npy,invalid,12,LE07_148035_20061108,77.39734,35.83802,0,0,0.0,0.0
slice_12_img_087.npy,invalid,12,LE07_148035_20061108,77.56528,35.83455,0,0,0.0,0.0
slice_12_img_091.npy,train,12,LE07_148035_20061108,75.71792,35.99667,88515,0,0.8117,1.0
slice_12_img_092.npy,train,12,LE07_148035_20061108,75.88635,35.99555,22,0,0.7205,0.7205
slice_12_img_094.npy,invalid,12,LE07_148035_20061108,76.22316,35.99259,0,0,0.0,0.0
slice_12_img_096.npy,invalid,12,LE07_148035_20061108,76.55992,35.98868,0,0,0.0,0.0
slice_12_img_100.npy,invalid,12,LE07_148035_20061108,77.23321,35.97803,0,0,0.0,0.0
slice_12_img_105.npy,invalid,12,LE07_148035_20061108,75.55044,36.13444,10297,522,0.0579,1.0
slice_12_img_106.npy,train,12,LE07_148035_20061108,75.71917,36.13354,187045,2764,0.9805,1.0
slice_12_img_107.npy,train,12,LE07_148035_20061108,75.88788,36.13241,147274,8330,0.9216,0.9216
slice_12_img_108.npy,train,12,LE07_148035_20061108,76.05659,36.13104,56693,13098,0.4836,0.4836
slice_12_img_116.npy,invalid,12,LE07_148035_20061108,77.40563,36.11154,0,0,0.0,0.0
slice_12_img_120.npy,invalid,12,LE07_148035_20061108,75.5514,36.27131,10420,2023,0.2584,1.0
slice_12_img_121.npy,train,12,LE07_148035_20061108,75.72042,36.27041,121397,31993,1.0,1.0
slice_12_img_122.npy,train,12,LE07_148035_20061108,75.88943,36.26927,111673,26072,1.0,1.0
slice_12_img_123.npy,train,12,LE07_148035_20061108,76.05843,36.2679,123997,11706,0.9633,0.9633
slice_12_img_124.npy,train,12,LE07_148035_20061108,76.22742,36.26628,29191,4872,0.3057,0.3057
slice_12_img_125.npy,train,12,LE07_148035_20061108,76.39639,36.26443,64422,5713,0.5059,0.5059
slice_12_img_126.npy,train,12,LE07_148035_20061108,76.56535,36.26234,64360,6164,0.4288,0.4288
slice_12_img_131.npy,invalid,12,LE07_148035_20061108,77.40982,36.2483,0,0,0.0,0.0
slice_12_img_135.npy,train,12,LE07_148035_20061108,75.55237,36.40818,229,0,0.4739,1.0
slice_12_img_136.npy,train,12,LE07_148035_20061108,75.72168,36.40727,32904,1066,1.0,1.0
slice_12_img_137.npy,train,12,LE07_148035_20061108,75.89099,36.40613,27821,18548,1.0,1.0
slice_12_img_138.npy,train,12,LE07_148035_20061108,76.06028,36.40475,46135,1396,1.0,1.0
slice_12_img_139.npy,train,12,LE07_148035_20061108,76.22957,36.40312,80267,47071,1.0,1.0
slice_12_img_140.npy,train,12,LE07_148035_20061108,76.39884,36.40126,126853,48705,1.0,1.0
slice_12_img_141.npy,train,12,LE07_148035_20061108,76.56809,36.39916,124037,37127,0.9047,0.9047
slice_12_img_142.npy,buffer_removed,12,LE07_148035_20061108,76.73732,36.39682,83339,797,0.3646,0.3646
slice_12_img_143.npy,invalid,12,LE07_148035_20061108,76.90654,36.39423,0,0,0.0,0.0
slice_12_img_147.npy,invalid,12,LE07_148035_20061108,77.58314,36.38151,0,0,0.0,0.0
slice_12_img_150.npy,train,12,LE07_148035_20061108,75.55334,36.54504,337,0,0.6904,1.0
slice_12_img_151.npy,train,12,LE07_148035_20061108,75.72295,36.54413,52981,2577,1.0,1.0
slice_12_img_152.npy,train,12,LE07_148035_20061108,75.89256,36.54298,66759,5457,1.0,1.0
slice_12_img_153.npy,train,12,LE07_148035_20061108,76.06215,36.54159,34689,5748,1.0,1.0
slice_12_img_154.npy,train,12,LE07_148035_20061108,76.23173,36.53996,111795,15860,1.0,1.0
slice_12_img_155.npy,train,12,LE07_148035_20061108,76.4013,36.53809,84602,20797,1.0,1.0
slice_12_img_156.npy,train,12,LE07_148035_20061108,76.57085,36.53598,147418,21471,1.0,1.0
